Date,Open,High,Low,Close,Adj Close,Volume,MA_7,MA_21,MA_50,Returns,Volatility_21,Momentum_14
2020-05-03 10:07:30.179223,26.96735875706133,27.218707150529053,26.81866975482022,26.810224144953672,27.214188615813935,104027,26.577422272273935,25.837679714820883,25.525257536692784,0.012933151003710952,0.02011695633869292,0.965679093850774
2020-05-04 10:07:30.179223,27.517878282173,27.562482154608528,27.411326042102218,27.720007325955134,27.5630781235798,616836,26.857343753321206,25.991692484035394,25.568203509551303,0.033934187796512916,0.020905989306277177,2.381768667404284
2020-05-05 10:07:30.179223,27.195520078723053,27.325867081745866,26.947785302754617,26.99310728259154,27.146061685163648,277374,26.94971704655677,26.118574855938434,25.589861621814038,-0.026222938356981307,0.021922447318010282,1.477420048732263
2020-05-06 10:07:30.179223,26.678828436620265,26.724635819484714,26.470503021939628,26.653580225409826,26.629667995854575,726211,26.936883833826123,26.221239764745693,25.59564536410778,-0.012578287250415432,0.0222556874704015,0.38896955362405095
2020-05-07 10:07:30.179223,26.90696687380712,27.140460216676313,26.763054256973152,26.948578036382795,26.740663998199054,463417,26.946811763202962,26.313098438889565,25.610941244655052,0.011067849365007154,0.021973980847723933,1.4314072578836345
2020-05-08 10:07:30.179223,26.892812307360646,27.100721873529384,26.781159981562567,26.995207866875056,26.83824177929557,689043,26.941230791686838,26.35169572975753,25.618214679657708,0.0017303261949221937,0.01966471837532511,0.7779828089217204
2020-05-09 10:07:30.179223,26.992731600037825,27.17503596469603,26.976371182094084,27.076895696104057,27.243968954621643,420888,27.028228654038873,26.40314592665979,25.631724607128394,0.003026012232683506,0.01956157074491796,1.6513105640030794
2020-05-10 10:07:30.179223,26.599856269706116,26.67203565822035,26.538853940557885,26.306965011968316,26.74489972471923,574433,26.95633449218382,26.42516592479624,25.626257505053022,-0.028434968793210724,0.020614486179185387,0.393295475200965
2020-05-11 10:07:30.179223,27.041282901575457,27.270672351716723,26.798464652065295,27.039784987460067,27.106238277111373,991765,26.85915987239881,26.50619194045858,25.64624670494836,0.027856500176221655,0.02083835661737625,1.2792280288358064
2020-05-12 10:07:30.179223,26.539141409530103,26.801940222439594,26.40274516665352,26.58171322429915,26.57909503714576,602168,26.800389292642755,26.556955082860483,25.655437542484123,-0.016940658491676253,0.021276441698493548,0.235218994356579
2020-05-13 10:07:30.179223,27.13425504043104,27.24055883346577,27.026062664608126,27.011028185150632,27.11145101233514,139454,26.851453286891438,26.592498773973094,25.6903355849848,0.016150763392444922,0.02061793051853533,0.2676154706262679
2020-05-14 10:07:30.179223,27.04717046975764,27.297574649378845,26.98069163292065,26.944334387306743,27.163273509044114,931924,26.85084705130915,26.660458945821077,25.71680398346193,-0.0024691321406474787,0.019475766281372656,0.06525185656182941
2020-05-15 10:07:30.179223,27.02670380905718,27.20316910718955,26.966464501811643,27.306375685714805,27.007168969532575,243902,26.89529959685768,26.712323261428764,25.750936152513095,0.01343663915404103,0.018818034887714337,0.27210101822685573
2020-05-16 10:07:30.179223,26.960683608720117,27.183273640772146,26.825263838671784,27.041500382712755,26.908311940888805,634763,26.890243123516065,26.789271606695987,25.785098417805575,-0.009700126668242492,0.017547428475341992,0.573589723072935
2020-05-17 10:07:30.179223,26.087424126274485,26.147487210399703,25.847411118977554,25.928598768839944,26.15761989209257,375833,26.836190803069154,26.78998252250897,25.802083101229577,-0.04115532045641501,0.019599008551582846,-0.8816253761137283
2020-05-18 10:07:30.179223,25.47086459276457,25.573984336578164,25.42777894494898,25.559011180976725,25.55609630725469,942773,26.62465168785725,26.780385104525756,25.818708701847758,-0.014254051719423289,0.019812744087073886,-2.1609961449784088
2020-05-19 10:07:30.179223,24.98195842242094,24.989640749032887,24.850145585592244,25.118925965561015,24.97694941474554,736939,26.415682079466087,26.72192947288854,25.819393360612676,-0.017218397546743147,0.01941528694206099,-1.8741813170305264
2020-05-20 10:07:30.179223,24.781816150238114,24.860873928905896,24.773857975775794,24.725534978232165,24.699794109008845,616304,26.089183049906307,26.62584005687462,25.822797352743756,-0.015661138850769474,0.019214604287413672,-1.9280452471776606
2020-05-21 10:07:30.179223,24.783502576872817,24.87103717819429,24.662704732284734,24.852281186837214,24.69634469469589,170498,25.79031830698209,26.52932570716473,25.828306407084188,0.005126126035963852,0.019215799765964443,-2.096296849545581
2020-05-22 10:07:30.179223,24.610560731759715,24.694793955435294,24.42299409454372,24.590633068721456,24.505113383915887,980780,25.402355075983042,26.412961821509185,25.82926191886067,-0.010528132856244099,0.019149474867904134,-2.4045747981536003
2020-05-23 10:07:30.179223,24.482821215733402,24.688110778099443,24.27541645160705,24.605821243499207,24.50674718219725,753982,25.054400913238247,26.324290896931057,25.82919489952469,0.0006176406575344462,0.018788288654003577,-2.4710744526048494
2020-05-24 10:07:30.179223,24.711423799350325,24.902282726485208,24.667846925478372,24.950169745012044,24.71976341306226,863808,24.91462533840569,26.235716877886222,25.828422215113665,0.013994594941789007,0.01883550949830047,-1.3567952669562722
2020-05-25 10:07:30.179223,25.10138011099867,25.319518583707506,24.94436644497631,24.918476365401336,24.895012611412685,242087,24.823120364752064,26.102310641669376,25.82355303680005,-0.0012702670937556615,0.016819422105486252,-2.1213086220587307
2020-05-26 10:07:30.179223,25.143616968908336,25.35684200817804,25.00998963808026,25.1197583778467,25.17204739255076,288848,24.823239280792873,26.01310355096724,25.825743584146625,0.008077621179312544,0.016305377098529278,-1.4619548464524499
2020-05-27 10:07:30.179223,24.730073330798653,24.854054627882228,24.550040575824433,24.501248360544913,24.72792060047847,924465,24.79119833540898,25.91061155740224,25.823626353670992,-0.024622450900931292,0.016851050644584913,-2.509779824605719
2020-05-28 10:07:30.179223,24.455179661867803,24.488186595654525,24.213280331059963,24.293303283208186,24.34465992073397,910326,24.71134434917626,25.784169902489165,25.811661270743706,-0.008487121728523395,0.016521671256555445,-2.651031104098557
2020-05-29 10:07:30.179223,24.833173221978424,25.06117222881624,24.793157850555225,24.91349019815233,24.87268040480544,668308,24.757466796237818,25.685040489692845,25.807191345486217,0.025529130712035553,0.017761452710863823,-2.3928854875624737
2020-05-30 10:07:30.179223,24.186304529777264,24.346889196771638,24.155220574773036,24.285229199252715,24.16071238041527,488196,24.71166793277403,25.55210398984278,25.80937254433948,-0.02521770309589988,0.018291050083000627,-2.75627118346004
2020-05-31 10:07:30.179223,23.70116120205439,23.763972803880105,23.578571378947252,23.68836477221694,23.532394576543027,809042,24.531410079517592,25.42740874033081,25.79908166481104,-0.024577261434870157,0.01806194290280956,-2.2402339966230045
2020-06-01 10:07:30.179223,23.717957765767018,23.913216322516497,23.597375784953464,23.85750259540175,23.634148996445333,302612,24.379842398089075,25.275871483566128,25.78237403197748,0.007140122368564095,0.016702315584070697,-1.7015085855749739
2020-06-02 10:07:30.179223,23.873706617202767,24.072670266624122,23.710731822899305,23.78331732620825,23.807167231529355,228840,24.18892224785501,25.142614536037996,25.768325595052637,-0.003109515293851506,0.016513121479220856,-1.3356086393527669
2020-06-03 10:07:30.179223,23.72470972644783,23.923845455653446,23.66258693674086,23.52279957011349,23.726812777309366,133417,24.049143849221956,24.976508411512413,25.752210037002357,-0.010953802302745896,0.015809044360417253,-1.2027354081186736
2020-06-04 10:07:30.179223,23.650035163760904,23.81814622016039,23.568070034100543,23.48973722610768,23.548855041261177,845640,23.934348698207597,24.812003784788647,25.73205243871536,-0.0014055446039603625,0.01582410833107032,-1.3625439607295355
2020-06-05 10:07:30.179223,23.736921347428623,23.78209615966592,23.611301991567874,23.629482089695717,23.828327109554323,672792,23.750918968428074,24.63691361354964,25.70425116292204,0.005949188032325914,0.015434544863095298,-0.9611509790257386
2020-06-06 10:07:30.179223,23.422865770559905,23.577531699779048,23.33341844528056,23.550977450718673,23.33924202340142,977054,23.646025861494643,24.470698235835638,25.651577416763462,-0.0033223173778861304,0.015436317503070097,-1.0548437927805345
2020-06-07 10:07:30.179223,23.075940646247922,23.214079018071192,23.014962803899532,23.17817583531558,23.02913153046916,864314,23.573141727651592,24.339725715191623,25.59521210224664,-0.01582956020331605,0.013450516149460147,-1.7719939096964623
2020-06-08 10:07:30.179223,23.485320508534453,23.661391503930307,23.392822909823263,23.503897903083452,23.4182871472883,239096,23.522626771606124,24.24186317814909,25.548399159286255,0.014052963877838165,0.013912386983542161,-1.414578462317884
2020-06-09 10:07:30.179223,23.76721238107763,23.89529788272746,23.64908089129331,23.80822134213561,23.591416305285698,358354,23.52618448816717,24.179448672271686,25.51779881295795,0.012947785950526702,0.01402443584256319,-1.3115370357110905
2020-06-10 10:07:30.179223,23.97268211945937,24.05238568284059,23.80347580093049,24.060724208508276,24.168897805865274,162134,23.60303086508071,24.14779101657055,25.48869955245093,0.010605700557974496,0.01395888210801985,-0.4405241520366374
2020-06-11 10:07:30.179223,23.520773449933944,23.654382903395494,23.38885721851318,23.545451583267855,23.528025859178964,825181,23.610990058960738,24.085561035448197,25.434316370680573,-0.021415507728491878,0.014546304918310243,-0.7478516999403304
