Date,Open,High,Low,Close,Adj Close,Volume,MA_7,MA_21,MA_50,Returns,Volatility_21,Momentum_14
2020-05-03 10:07:30.179223,1895.2733458034634,1901.152920704135,1893.6390741768175,1883.2504675975927,1881.386011254448,611840,1867.3676325742606,1876.3052783877686,1850.392479250886,-0.003658047802855391,0.009973350402004012,-23.638607847346975
2020-05-04 10:07:30.179223,1894.5609640938744,1908.759504107898,1885.9162453461324,1896.8384119319949,1897.6996658676833,413456,1872.05610605055,1875.8611507696967,1851.8002784093771,0.007215155162943354,0.010094550223503198,2.408707932162997
2020-05-05 10:07:30.179223,1864.7738787034543,1867.960699847794,1848.5209175995765,1878.195275230153,1864.582793839124,999857,1873.4941678138377,1875.6197885958677,1853.4778311789848,-0.009828531826732267,0.009977069887099503,-18.363148191672735
2020-05-06 10:07:30.179223,1859.240467951246,1867.5283423791466,1855.6936045171556,1851.725968209885,1861.797914585135,359837,1872.0171107944823,1874.1102781429927,1854.3002865745711,-0.014092947293259717,0.010434475112663162,-41.43786635542665
2020-05-07 10:07:30.179223,1857.74720806289,1873.6989490196752,1852.9528088142174,1867.3672101062018,1855.288438001816,238679,1875.0528006786378,1874.5447422606144,1855.21758246524,0.008446844816588861,0.010199228990763242,-18.794078961978357
2020-05-08 10:07:30.179223,1847.563358333663,1857.4672035572294,1845.9333500204611,1844.7222339686223,1843.1465366693897,172696,1873.1806211093133,1874.8347596533508,1855.8107496696452,-0.012126686178821622,0.010288171354254316,-38.79644018239992
2020-05-09 10:07:30.179223,1837.7384655511364,1854.8724501379395,1829.4213348821409,1844.2257093041815,1841.162374746876,281112,1866.617896621233,1872.7380573386981,1855.7665069563386,-0.00026915958147943897,0.008259778484820743,-16.543313345977367
2020-05-10 10:07:30.179223,1813.6469092225338,1820.3694993193355,1800.238556066516,1799.8410225410025,1800.988413598618,628382,1854.7022616131487,1867.6405310099394,1855.2917042085462,-0.024066840918254617,0.00926681830963364,-51.51992149952889
2020-05-11 10:07:30.179223,1805.2067537893824,1807.1335497139635,1795.8452708732555,1794.8724072602568,1797.4133914644385,847410,1840.1356895171862,1862.899707355674,1854.730300015086,-0.0027605856397978634,0.009225382461361202,-69.14669033771406
2020-05-12 10:07:30.179223,1777.9257971519287,1787.1104092277683,1772.7133681125083,1777.642392485779,1764.7250868976041,770815,1825.7709919822755,1857.2370392158623,1854.1319969047183,-0.00959957638480724,0.009309614687474037,-90.48645040135852
