Date,Open,High,Low,Close,Adj Close,Volume
2020-03-15 10:07:30.179223,25.630525610748766,25.8564820432249,25.573691108026054,25.572708683028996,25.674403257913962,717022
2020-03-16 10:07:30.179223,25.991606590665235,26.114734204216646,25.897672580712374,25.91020166945504,26.09053557292695,139821
2020-03-17 10:07:30.179223,26.409290451047294,26.474835840276413,26.267114951071193,26.364393110722645,26.321754135638685,758105
2020-03-18 10:07:30.179223,26.049989804224534,26.208175892051937,25.83008913528256,26.183784009019085,26.043853430928195,574297
2020-03-19 10:07:30.179223,26.563076316377753,26.652590050429698,26.515650601433347,26.631536116742197,26.65987435914015,742342
2020-03-20 10:07:30.179223,26.700347526152132,26.788892999041344,26.53121782810735,26.401399322569866,26.702899231295696,440601
2020-03-21 10:07:30.179223,26.501492028246517,26.723464970589866,26.338969674005305,26.580320115736853,26.49612810353608,426723
2020-03-22 10:07:30.179223,26.147790294795293,26.149826159081147,25.91106117441014,26.040324992693066,26.044633850535234,955085
2020-03-23 10:07:30.179223,26.10202524012173,26.12070357008074,26.08230052487144,26.122171347511163,26.231774718932954,125574
2020-03-24 10:07:30.179223,25.230920984841127,25.34102330022155,25.08751771080048,25.266126060116623,25.123887291035874,626657
2020-03-25 10:07:30.179223,25.604274862252737,25.670236860488206,25.3777498052772,25.62091446345041,25.504419890515496,931779
2020-03-26 10:07:30.179223,25.600107198594284,25.819893750142406,25.405038063793814,25.599767233156342,25.66427990593354,672378
2020-03-27 10:07:30.179223,25.41901418292606,25.55293447389027,25.31124862838671,25.333387118089064,25.256450306913166,752462
2020-03-28 10:07:30.179223,25.00115188911425,25.10452605467625,24.90883842106726,25.07936459763986,24.780412026368023,496820
2020-03-29 10:07:30.179223,24.79652692447276,24.864169486076026,24.63353246714601,24.727731150067616,24.413847313623016,963261
2020-03-30 10:07:30.179223,25.18919973081474,25.373940497234127,24.94946135268723,25.08469302731515,25.12799402552407,150582
2020-03-31 10:07:30.179223,24.54727966169416,24.57054086529113,24.47072339095445,24.555335371678193,24.5782213722026,149059
2020-04-01 10:07:30.179223,24.602309711241876,24.76664167625098,24.47050170344243,24.5768284698157,24.524900834769905,963183
