Date,Open,High,Low,Close,Adj Close,Volume
2020-03-15 10:07:30.179223,3.0441609788482453,3.074491019065504,3.042778072957514,3.0200479143169265,3.050779009263897,546869
2020-03-16 10:07:30.179223,3.2072601831391436,3.2169899527828427,3.194235201965466,3.2100044059602713,3.2127863713704,222660
2020-03-17 10:07:30.179223,3.403882845660522,3.413948731383092,3.3738561694590365,3.3860840622774266,3.4033879119985277,586448
2020-03-18 10:07:30.179223,3.4273123561295873,3.4480663592027008,3.4083327988250813,3.4157370120272104,3.4051768517983865,864213
2020-03-19 10:07:30.179223,3.300148730241197,3.3016848988434977,3.2888569091028796,3.28213635895641,3.312032925964651,181562
2020-03-20 10:07:30.179223,3.2981079753800024,3.329442810327204,3.267354873941346,3.3136757762906806,3.293993842264481,965639
2020-03-21 10:07:30.179223,3.3346094379516007,3.339366471778602,3.3261781313641814,3.3369310497136078,3.3292209034570024,931689
2020-03-22 10:07:30.179223,3.2081048323416095,3.2177977516420575,3.185470990844055,3.183260011565559,3.2099015476816235,165880
2020-03-23 10:07:30.179223,3.1504985239458847,3.158047759559834,3.1378145455622812,3.1446066693193173,3.164975015473478,252860
2020-03-24 10:07:30.179223,3.234247851008631,3.2486501802994545,3.2176932685913733,3.252089255002552,3.2203512982651774,757019
2020-03-25 10:07:30.179223,3.3661883993460036,3.39423496828128,3.3467849870566257,3.3718813314564775,3.384221836951089,155227
2020-03-26 10:07:30.179223,3.2321288212209005,3.2395759227506575,3.2223302493600157,3.249623540992997,3.228452055068142,384322
2020-03-27 10:07:30.179223,3.2598450960662952,3.2894919316380165,3.2500480260735802,3.2495222341245475,3.2562289873002395,438745
2020-03-28 10:07:30.179223,3.243631249446693,3.2519577531975927,3.2221571904911506,3.2260293091553733,3.247713665780869,566988
2020-03-29 10:07:30.179223,3.26878372043431,3.2989614592402816,3.2640402531397643,3.2650065833196207,3.263670795188393,918785
2020-03-30 10:07:30.179223,3.1761076941012627,3.1827515393607135,3.1461685089727887,3.1945296188167185,3.1717853885327294,297718
2020-03-31 10:07:30.179223,3.222745820160493,3.248207319347254,3.1977487177088055,3.216297605859435,3.2188776203883633,528366
2020-04-01 10:07:30.179223,3.1943931792417954,3.2247241613899313,3.1833955599119808,3.199620563786375,3.1699733609304497,440250
2020-04-02 10:07:30.179223,3.1982583306402237,3.200354070443881,3.1945261207366187,3.177202093771085,3.168373638731831,250588
2020-04-03 10:07:30.179223,3.1575953555971226,3.161004539218927,3.1423158481215236,3.14289268827655,3.16771303044176,169558
2020-04-04 10:07:30.179223,3.157298199584419,3.173382506477895,3.1413308861547757,3.1643417183208222,3.1318867185380617,281101
2020-04-05 10:07:30.179223,3.15462701515374,3.1724532667165923,3.1341888357165684,3.14140797531751,3.169281212860143,350771
2020-04-06 10:07:30.179223,3.106801987189305,3.128823547451203,3.1059692607109195,3.091231381669175,3.111256747421235,873356
2020-04-07 10:07:30.179223,3.0440573165161107,3.0482147708957337,3.0315651556806302,3.0519539863012835,3.028149023458835,234484
2020-04-08 10:07:30.179223,3.083767696521632,3.0990624929703787,3.0609141178970294,3.094126584122938,3.104562709788249,612110
2020-04-09 10:07:30.179223,3.1656884563199537,3.1661157330962295,3.164631460791538,3.161378905748708,3.1631232703677075,219905
2020-04-10 10:07:30.179223,3.178116308613055,3.1927554758203596,3.149605361186157,3.187105826301375,3.176878715203815,972610
2020-04-11 10:07:30.179223,3.15198773813171,3.1683344718199526,3.1357553378366347,3.1677328637727085,3.1682641363021444,637206
2020-04-12 10:07:30.179223,3.250970011580983,3.260958632874494,3.2450949931526707,3.2436917973252313,3.249892412744326,503773
2020-04-13 10:07:30.179223,3.3865206951388958,3.418071758382088,3.3676690642654163,3.397825997307038,3.3798516715805107,439949
2020-04-14 10:07:30.179223,3.364423914848192,3.3967047782287,3.3520504937031834,3.340894657591491,3.352047719073751,837731
2020-04-15 10:07:30.179223,3.335159649114422,3.3392344883871026,3.326260073345737,3.306003078528262,3.345422907326233,365560
2020-04-16 10:07:30.179223,3.060269795566239,3.0741697597748283,3.047513388167812,3.06697282948391,3.0504755105529116,261899
2020-04-17 10:07:30.179223,3.1416499381805494,3.142596430745384,3.1136878721071906,3.150168621799312,3.161217002547776,286723
2020-04-18 10:07:30.179223,3.124817158694735,3.151976697974534,3.101955662821899,3.101003562013682,3.1503673033667803,665861
2020-04-19 10:07:30.179223,3.073999093875912,3.080350201185931,3.070538365664253,3.1015078520880603,3.070039320535577,587137
2020-04-20 10:07:30.179223,3.1450898218777033,3.17100826219218,3.1412788594646326,3.1294664330976145,3.1555576813769872,758578
2020-04-21 10:07:30.179223,3.218462317336982,3.2292772871793334,3.1931369716933755,3.2009393227180407,3.221443816504373,463067
2020-04-22 10:07:30.179223,3.292281967591111,3.3006168104269973,3.2682447807007917,3.2929679483523455,3.2670185826420415,526040
2020-04-23 10:07:30.179223,3.2534192318435906,3.2703578112617606,3.2268519309393446,3.266542709569595,3.2278849787285675,392448
2020-04-24 10:07:30.179223,3.1962499164444607,3.20910524565327,3.1705623153122913,3.2206575349351922,3.208884366399667,744575
2020-04-25 10:07:30.179223,3.211782675692385,3.228133168870999,3.203645845173935,3.195198477333597,3.2020895529565383,845503
2020-04-26 10:07:30.179223,3.259053431064197,3.2817554162984792,3.2267120358454813,3.2116386615267567,3.284100706466289,580990
2020-04-27 10:07:30.179223,3.1326375289392434,3.1524585501496696,3.127040391103382,3.122625172604767,3.1455516144622173,633817
2020-04-28 10:07:30.179223,3.2813084885506387,3.3078378130783195,3.252674175330166,3.298789751370873,3.3103429770500954,688908
2020-04-29 10:07:30.179223,3.1948701292643444,3.205682800097442,3.164462570350492,3.196443999071904,3.1916899292704373,244926
2020-04-30 10:07:30.179223,3.2048406049916935,3.233859802229285,3.180324926375544,3.1848305902047827,3.173872237643333,901618
2020-05-01 10:07:30.179223,3.158582461068794,3.189227525907221,3.138068062849266,3.1558494551321887,3.145430645466363,323804
